element_chr	element_start	element_end	element_label	measuredGeneSymbol	element_effect	element_result	element_pValue	element_pValueAdjusted
chr19	12801611	12802131	chr19:12912425-12912945:.	RNASEH2A	0.038146413	TRUE	3.02177120688144e-08	1.16841819999416e-06
chr19	12801611	12802131	chr19:12912425-12912945:.	PRDX2	0.40974124	TRUE	3.55253360123973e-264	4.12093897743809e-262
chr19	12805831	12806791	chr19:12916645-12917605:.	RNASEH2A	0.166712521	TRUE	3.29813968394249e-112	3.82584203337329e-110
chr19	12805831	12806791	chr19:12916645-12917605:.	PRDX2	0.10771743	TRUE	1.88293223210824e-60	7.28067129748521e-59
chr19	12832351	12832911	chr19:12943165-12943725:.	PRDX2	-0.02601009	TRUE	0.000208334888532213	0.00201390392247806
chr19	12847511	12848011	chr19:12958325-12958825:.	KLF1	0.036879307	TRUE	3.48750974105952e-07	6.68439367036407e-06
chr19	12847511	12848011	chr19:12958325-12958825:.	PRDX2	-0.02966345	TRUE	3.92338445550863e-05	0.000413738724399092
chr19	12881331	12881831	chr19:12992145-12992645:.	DNASE2	0.39329273	TRUE	7.15147251352755e-153	8.29570811569196e-151
chr19	12881331	12881831	chr19:12992145-12992645:.	KLF1	0.108013341	TRUE	5.70974030708419e-47	2.18873378438227e-45
chr19	12885011	12885511	chr19:12995825-12996325:.	RAD23A	0.050663211	TRUE	1.01763700183488e-08	3.90094184036705e-07
chr19	12885011	12885511	chr19:12995825-12996325:.	KLF1	0.200514407	TRUE	7.69198914836474e-102	4.42289376030973e-100
chr19	12885011	12885511	chr19:12995825-12996325:.	PRDX2	0.04052283	TRUE	8.42897049612308e-08	9.77760577550278e-07
chr19	12886091	12887931	chr19:12996905-12998745:.	CALR	0.08568185	TRUE	2.34362441470076e-13	1.33586591637943e-11
chr19	12886091	12887931	chr19:12996905-12998745:.	JUNB	0.03775817	TRUE	1.56753706832018e-05	0.000600889209522734
chr19	12886091	12887931	chr19:12996905-12998745:.	WDR83OS	0.06741039	TRUE	2.56417401067619e-14	9.74386124056952e-13
chr19	12886091	12887931	chr19:12996905-12998745:.	DHPS	0.04193173	TRUE	2.89038225097601e-16	1.11761447037739e-14
chr19	12886091	12887931	chr19:12996905-12998745:.	RNASEH2A	0.04775126	TRUE	3.97343806154367e-25	2.30459407569533e-23
chr19	12886091	12887931	chr19:12996905-12998745:.	RAD23A	0.089501702	TRUE	9.20700354552011e-53	5.29402703867406e-51
chr19	12886091	12887931	chr19:12996905-12998745:.	KLF1	0.440996491	TRUE	0	0
chr19	12886091	12887931	chr19:12996905-12998745:.	PRDX2	0.09181304	TRUE	4.79577949102222e-71	2.78155210479289e-69
chr19	12890691	12891191	chr19:13001505-13002005:.	KLF1	0.086173428	TRUE	3.50375723775991e-25	1.00733020585597e-23
chr19	12908491	12908991	chr19:13019305-13019805:.	KLF1	-0.027772023	TRUE	0.00158041948286513	0.0259640343613557
chr19	12933551	12934071	chr19:13044365-13044885:.	RAD23A	0.035232602	TRUE	3.90337279354276e-05	0.000897775742514835
chr19	12936451	12936951	chr19:13047265-13047765:.	CALR	0.08443058	TRUE	0.000716794439101047	0.0204286415143798
chr19	12938211	12938711	chr19:13049025-13049525:.	CALR	0.24902479	TRUE	1.40119071205232e-33	1.59735741173965e-31
chr19	12945491	12946751	chr19:13056305-13057565:.	RAD23A	0.253755816	TRUE	7.58799755177284e-130	8.72619718453877e-128
chr19	13097591	13098811	chr19:13208405-13209625:.	LYL1	0.07006882	TRUE	3.98802077735068e-11	1.52874129798443e-09
chr19	13102611	13103531	chr19:13213425-13214345:.	CALR	-0.04801881	TRUE	0.000102103773907028	0.00387994340846708
chr19	13102611	13103531	chr19:13213425-13214345:.	DNASE2	-0.03136535	TRUE	0.00010793214747033	0.00626006455327912
chr19	13102611	13103531	chr19:13213425-13214345:.	JUNB	-0.02763348	TRUE	0.00278947884775119	0.0458271524987696
chr19	13102611	13103531	chr19:13213425-13214345:.	LYL1	0.356332984	TRUE	2.3422386466869e-181	2.69357444368994e-179
chr19	13102611	13103531	chr19:13213425-13214345:.	KLF1	-0.0290768	TRUE	1.093578203639e-09	2.5152298683697e-08
chr19	13104331	13104911	chr19:13215145-13215725:.	LYL1	0.118134759	TRUE	1.80464302601282e-20	1.03766973995737e-18
chr19	13128545	13129066	Peak_37799|chr19:13128545-13129066	Peak_37799	-2.2529	TRUE	0.007676	0.115363
chr19	13160641	13160975	Peak_27297|chr19:13160641-13160975	Peak_27297	-2.7586	TRUE	2.82e-07	1.5e-05
chr19	13191111	13191611	chr19:13301925-13302425:.	PRDX2	-0.02633103	TRUE	0.00631325667150231	0.0478027469786259
chr19	13428331	13428851	chr19:13539145-13539665:.	PRDX2	-0.03738101	TRUE	0.00210073348153349	0.0187450064506065
chr19	13672219	13672786	Peak_23440|chr19:13672219-13672786	Peak_23440	-2.5026	TRUE	0.005207	0.084309
chr19	16499417	16499945	Peak_21723|chr19:16499417-16499945	Peak_21723	-2.742	TRUE	0.00026042	0.006938
chr19	17106498	17106859	Peak_37524|chr19:17106498-17106859	Peak_37524	-0.64072	TRUE	0.0038162	0.065215
chr19	17130801	17131108	Peak_37525|chr19:17130801-17131108	Peak_37525	-2.7697	TRUE	2.82e-07	1.5e-05
chr19	17241533	17241899	Peak_40973|chr19:17241533-17241899	Peak_40973	-0.60413	TRUE	0.00087529	0.019336
chr19	17261072	17261327	Peak_22489|chr19:17261072-17261327	Peak_22489	-2.8662	TRUE	0.00017821	0.00495
chr19	17316897	17318249	Peak_11480|chr19:17316897-17318249	Peak_11480	-1.5799	TRUE	0.00013204	0.003775
chr19	17622682	17623071	Peak_36159|chr19:17622682-17623071	Peak_36159	-0.77983	TRUE	0.00044736	0.010941
chr19	17724628	17724882	Peak_40975|chr19:17724628-17724882	Peak_40975	-2.7409	TRUE	0.0032925	0.057906
chr19	17779779	17780306	Peak_13975|chr19:17779779-17780306	Peak_13975	-0.93076	TRUE	0.0024469	0.074484
chr19	19102392	19102654	Peak_38684|chr19:19102392-19102654	Peak_38684	-2.4967	TRUE	0.0021439	0.040843
chr19	19134712	19135412	Peak_41937|chr19:19134712-19135412	Peak_41937	-0.73714	TRUE	0.0032543	0.057801
chr19	19364323	19365920	Peak_8859|chr19:19364323-19365920	Peak_8859	-2.9786	TRUE	0.00046932	0.011446
chr19	19394490	19394992	Peak_24569|chr19:19394490-19394992	Peak_24569	-3.0438	TRUE	4.79e-06	0.000195
chr19	36129256	36130011	Peak_25988|chr19:36129256-36130011	Peak_25988	-1.696	TRUE	4.589e-05	0.001497
chr19	38142760	38142988	Peak_33193|chr19:38142760-38142988	Peak_33193	-1.8929	TRUE	7.4043e-05	0.002272
chr19	38244084	38244417	Peak_28091|chr19:38244084-38244417	Peak_28091	-0.5269	TRUE	0.0054857	0.088092
chr19	38636971	38637580	Peak_27943|chr19:38636971-38637580	Peak_27943	-3.5193	TRUE	2.82e-07	1.5e-05
chr19	38647620	38653817	Peak_9879|chr19:38647620-38653817	Peak_9879	-0.63916	TRUE	0.0033128	0.058119
chr19	38664983	38665351	Peak_37691|chr19:38664983-38665351	Peak_37691	-1.3615	TRUE	0.0053581	0.134044
chr19	38721607	38721919	Peak_48791|chr19:38721607-38721919	Peak_48791	-3.5032	TRUE	1.97e-06	9.3e-05
chr19	39384975	39385279	Peak_46733|chr19:39384975-39385279	Peak_46733	-3.2238	TRUE	0.0015977	0.032292
chr19	42028445	42029010	Peak_21209|chr19:42028445-42029010	Peak_21209	-0.43309	TRUE	0.0064468	0.100231
chr19	42275196	42275538	Peak_45671|chr19:42275196-42275538	Peak_45671	-0.59085	TRUE	0.0031568	0.056595
chr19	45526031	45526263	Peak_42227|chr19:45526031-45526263	Peak_42227	-3.0415	TRUE	4.223e-06	0.000179
chr19	45558672	45559030	Peak_31151|chr19:45558672-45559030	Peak_31151	-3.6501	TRUE	0.0010746	0.023169
chr19	47136649	47137114	Peak_52316|chr19:47136649-47137114	Peak_52316	-3.645	TRUE	2.82e-07	1.5e-05
chr19	47151502	47152980	Peak_26226|chr19:47151502-47152980	Peak_26226	-0.48777	TRUE	0.0057706	0.091497
chr19	47199547	47199871	Peak_38483|chr19:47199547-47199871	Peak_38483	-3.429	TRUE	2.82e-07	1.5e-05
chr19	47245310	47245592	Peak_36351|chr19:47245310-47245592	Peak_36351	-0.84758	TRUE	0.0029068	0.053188
chr19	47489886	47490141	Peak_49546|chr19:47489886-47490141	Peak_49546	-2.4904	TRUE	0.00060558	0.014061
chr19	47636772	47637086	Peak_33196|chr19:47636772-47637086	Peak_33196	-2.4321	TRUE	0.00013542	0.003866
chr19	48290138	48290608	Peak_44100|chr19:48290138-48290608	Peak_44100	-3.2608	TRUE	2.82e-07	1.5e-05
chr19	48418428	48418817	Peak_34026|chr19:48418428-48418817	Peak_34026	-1.9384	TRUE	1.7174e-05	0.000608
chr19	48503354	48503785	Peak_26905|chr19:48503354-48503785	Peak_26905	-0.75187	TRUE	0.00577	0.091497
chr19	48553768	48554268	chr19:49057025-49057525:.	FUT1	-0.04645361	TRUE	0.00164075795559967	0.0232689310066862
chr19	48649417	48650002	Peak_46442|chr19:48649417-48650002	Peak_46442	-2.8776	TRUE	0.0021439	0.040843
chr19	48720508	48721048	chr19:49223765-49224305:.	FUT1	0.05581714	TRUE	2.52502024785077e-06	4.923789483309e-05
chr19	48724808	48725308	chr19:49228065-49228565:.	FUT1	0.05464232	TRUE	8.75858714857772e-05	0.00136633959517812
chr19	48738528	48739028	chr19:49241785-49242285:.	FUT1	0.05703772	TRUE	6.17594797110825e-06	0.000107049764832543
chr19	48740588	48741888	chr19:49243845-49245145:.	FUT1	0.09221479	TRUE	1.23565119836743e-23	3.85523173890637e-22
chr19	48745108	48745628	chr19:49248365-49248885:.	FUT1	0.06811084	TRUE	2.42161523459671e-08	5.39674252281552e-07
chr19	48746728	48747508	chr19:49249985-49250765:.	FUT1	0.16429084	TRUE	1.10340767493692e-49	4.30328993225401e-48
chr19	48747828	48748368	chr19:49251085-49251625:.	FUT1	0.33133566	TRUE	1.01367012888856e-89	5.27108467022051e-88
chr19	48753488	48754588	chr19:49256745-49257845:.	FUT1	0.47275137	TRUE	2.55152332666716e-104	1.99018819480039e-102
chr19	48755248	48755768	chr19:49258505-49259025:.	FUT1	0.33607805	TRUE	9.14023334892559e-126	1.42587640243239e-123
chr19	48780788	48781428	chr19:49284045-49284685:.	FUT1	0.11709459	TRUE	1.86670886978366e-08	4.85344306143753e-07
chr19	48795288	48795808	chr19:49298545-49299065:.	BCAT2	0.0438486614	TRUE	1.39525917457244e-06	7.25534770777669e-05
chr19	48806548	48807568	chr19:49309805-49310825:.	BCAT2	0.0609206138	TRUE	3.56902047815713e-19	2.78383597296256e-17
chr19	48810848	48811368	chr19:49314105-49314625:.	BCAT2	0.2597437918	TRUE	1.32481063162689e-128	2.06670458533795e-126
chr19	48812108	48812648	chr19:49315365-49315905:.	BCAT2	0.0311021181	TRUE	0.00021245402872644	0.00828570712033116
chr19	48819428	48819948	chr19:49322685-49323205:.	FTL	-0.034648682	TRUE	0.00243888072900179	0.0317054494770233
chr19	48872068	48872608	chr19:49375325-49375865:.	PPP1R15A	0.18527289	TRUE	2.70074375452906e-24	4.21316025706533e-22
chr19	48872068	48872608	chr19:49375325-49375865:.	FTL	-0.158713249	TRUE	5.27854275100791e-38	1.64690533831447e-36
chr19	48872068	48872608	chr19:49375325-49375865:.	NUCB1	-0.14303772	TRUE	5.09531492101296e-30	2.64956375892674e-28
chr19	48872828	48873328	chr19:49376085-49376585:.	PPP1R15A	0.06980785	TRUE	1.14466879923525e-05	0.000446420831701748
chr19	48872828	48873328	chr19:49376085-49376585:.	FTL	-0.101293826	TRUE	2.15900468577333e-21	4.81149615686628e-20
chr19	48872828	48873328	chr19:49376085-49376585:.	NUCB1	-0.086367978	TRUE	3.82652375370693e-15	1.19387541115656e-13
chr19	48873488	48873988	chr19:49376745-49377245:.	PPP1R15A	0.14788688	TRUE	1.16906031492504e-16	9.11867045641535e-15
chr19	48873488	48873988	chr19:49376745-49377245:.	FTL	-0.181770983	TRUE	5.35909154493205e-50	2.0900457025235e-48
chr19	48873488	48873988	chr19:49376745-49377245:.	NUCB1	-0.164140118	TRUE	3.48293265467095e-40	2.71668747064334e-38
chr19	48874368	48874888	chr19:49377625-49378145:.	PPP1R15A	0.10420482	TRUE	7.5217983942706e-12	3.91133516502071e-10
chr19	48874368	48874888	chr19:49377625-49378145:.	FTL	-0.090045129	TRUE	6.8501471541559e-20	1.3357786950604e-18
chr19	48874368	48874888	chr19:49377625-49378145:.	NUCB1	-0.065151287	TRUE	9.08400436636262e-11	2.36184113525428e-09
chr19	48877968	48878928	chr19:49381225-49382185:.	FTL	0.084325815	TRUE	7.30731492764169e-08	1.036310117011e-06
chr19	48877968	48878928	chr19:49381225-49382185:.	NUCB1	0.083507133	TRUE	4.27654674429158e-07	9.53058988727837e-06
chr19	48890488	48890988	chr19:49393745-49394245:.	NUCB1	0.03859377	TRUE	0.0024123743189649	0.0470412992198156
chr19	48899968	48900468	chr19:49403225-49403725:.	NUCB1	0.350678489	TRUE	2.36432781472983e-113	3.68835139097854e-111
chr19	48918808	48919328	chr19:49422065-49422585:.	NUCB1	0.095930708	TRUE	2.28183276089528e-21	8.89914776749159e-20
chr19	48954488	48955008	chr19:49457745-49458265:.	BAX	0.164991127	TRUE	1.35630392983094e-55	2.11583413053627e-53
chr19	48962248	48962768	chr19:49465505-49466025:.	FTL	0.328836457	TRUE	6.23609662504602e-180	4.8641553675359e-178
chr19	48962248	48962768	chr19:49465505-49466025:.	BAX	0.097133879	TRUE	1.20572076867685e-39	6.26974799711961e-38
chr19	48963708	48964208	chr19:49466965-49467465:.	FTL	0.572657881	TRUE	1.53329174941114e-308	2.39193512908137e-306
chr19	48963708	48964208	chr19:49466965-49467465:.	BAX	0.104024097	TRUE	1.33216887284995e-43	1.03909172082296e-41
chr19	48964468	48965508	chr19:49467725-49468765:.	FTL	0.342570589	TRUE	1.3259004579582e-157	6.89468238138263e-156
chr19	48965748	48966248	chr19:49469005-49469505:.	FTL	0.143837305	TRUE	9.43632997882186e-15	1.63563052966246e-13
chr19	48967548	48968448	chr19:49470805-49471705:.	FTL	0.135718326	TRUE	6.30917947395427e-26	1.64038666322811e-24
chr19	48970828	48971348	chr19:49474085-49474605:.	FTL	0.052859206	TRUE	2.03881559973657e-08	3.18055233558905e-07
chr19	49225707	49226159	Peak_36353|chr19:49225707-49226159	Peak_36353	-2.7409	TRUE	0.0032925	0.057906
chr19	49348089	49348551	Peak_29014|chr19:49348089-49348551	Peak_29014	-0.37752	TRUE	0.0079125	0.11811
chr19	49478921	49479412	Peak_14163|chr19:49478921-49479412	Peak_14163	-0.72728	TRUE	0.0023877	0.044618
chr19	49567805	49568316	Peak_30210|chr19:49567805-49568316	Peak_30210	-2.8165	TRUE	2.82e-07	1.5e-05
chr19	49571114	49571984	Peak_18884|chr19:49571114-49571984	Peak_18884	-2.4842	TRUE	0.00053857	0.012902
chr19	49574420	49574789	Peak_35467|chr19:49574420-49574789	Peak_35467	-0.61842	TRUE	0.0087295	0.127704
chr19	49713271	49714040	Peak_25691|chr19:49713271-49714040	Peak_25691	-0.33943	TRUE	0.0073737	0.111879
chr19	49772881	49773163	Peak_41017|chr19:49772881-49773163	Peak_41017	-2.9321	TRUE	0.0021439	0.040843
chr19	55471752	55472154	Peak_46910|chr19:55471752-55472154	Peak_46910	-3.5117	TRUE	5.8841e-05	0.001861
chr19	58403993	58404227	Peak_45753|chr19:58403993-58404227	Peak_45753	-3.1232	TRUE	0.0021439	0.040843
chr2	8684430	8685931	Peak_6862|chr2:8684430-8685931	Peak_6862	-0.36635	TRUE	0.0084221	0.123928
chr2	10658762	10659303	Peak_24086|chr2:10658762-10659303	Peak_24086	-1.4921	TRUE	0.0033427	0.058427
chr2	12815927	12816481	Peak_24498|chr2:12815927-12816481	Peak_24498	-2.8616	TRUE	0.0003888	0.009711
chr2	25294743	25295749	Peak_19681|chr2:25294743-25295749	Peak_19681	-0.87178	TRUE	0.0016934	0.034109
chr2	28916928	28917287	Peak_48521|chr2:28916928-28917287	Peak_48521	-4.231	TRUE	1.97e-06	9.3e-05
chr2	29106907	29107325	Peak_29146|chr2:29106907-29107325	Peak_29146	-2.7077	TRUE	3.1e-06	0.00014
chr2	37536036	37536434	Peak_28034|chr2:37536036-37536434	Peak_28034	-1.5012	TRUE	0.001046	0.038848
chr2	46464581	46464767	chr2:46464581-46464767	NA	3.046	TRUE	NA	NA
chr2	46499814	46500475	chr2:46499814-46500475	NA	2.69	TRUE	NA	NA
chr2	46541698	46544265	chr2:46541698-46544265	NA	3.242	TRUE	NA	NA
chr2	46541698	46544265	chr2:46541698-46544265	NA	3.024	TRUE	NA	NA
chr2	46541698	46544265	chr2:46541698-46544265	NA	5.143	TRUE	NA	NA
chr2	46616497	46617342	chr2:46616497-46617342	NA	3.544	TRUE	NA	NA
chr2	46616497	46617342	chr2:46616497-46617342	NA	3.155	TRUE	NA	NA
chr2	46698689	46699696	chr2:46698689-46699696	NA	3.11	TRUE	NA	NA
chr2	46698689	46699696	chr2:46698689-46699696	NA	2.77	TRUE	NA	NA
chr2	46940390	46941878	chr2:46940390-46941878	NA	3.107	TRUE	NA	NA
chr2	46940390	46941878	chr2:46940390-46941878	NA	3.143	TRUE	NA	NA
chr2	46986348	46987545	chr2:46986348-46987545	NA	2.554	TRUE	NA	NA
chr2	46986348	46987545	chr2:46986348-46987545	NA	5.378	TRUE	NA	NA
chr2	47034146	47034911	chr2:47034146-47034911	NA	3.716	TRUE	NA	NA
chr2	47175627	47177035	chr2:47175627-47177035	NA	3.303	TRUE	NA	NA
chr2	47175627	47177035	chr2:47175627-47177035	NA	3.495	TRUE	NA	NA
chr2	47175627	47177035	chr2:47175627-47177035	NA	5.407	TRUE	NA	NA
chr2	47191521	47193363	chr2:47191521-47193363	NA	3.25	TRUE	NA	NA
chr2	47191521	47193363	chr2:47191521-47193363	NA	3.211	TRUE	NA	NA
chr2	47368918	47370143	chr2:47368918-47370143	NA	3.506	TRUE	NA	NA
chr2	47368918	47370143	chr2:47368918-47370143	NA	3.205	TRUE	NA	NA
chr2	47368918	47370143	chr2:47368918-47370143	NA	5.968	TRUE	NA	NA
chr2	47570494	47571981	chr2:47570494-47571981	NA	2.955	TRUE	NA	NA
chr2	47570494	47571981	chr2:47570494-47571981	NA	5.845	TRUE	NA	NA
chr2	47755484	47756108	chr2:47755484-47756108	NA	5.91	TRUE	NA	NA
chr2	48111253	48112304	chr2:48111253-48112304	NA	2.79	TRUE	NA	NA
chr2	48196058	48197362	chr2:48196058-48197362	NA	2.766	TRUE	NA	NA
chr2	48314106	48315728	chr2:48314106-48315728	NA	3.422	TRUE	NA	NA
chr2	48314106	48315728	chr2:48314106-48315728	NA	3.071	TRUE	NA	NA
chr2	48314106	48315728	chr2:48314106-48315728	NA	4.437	TRUE	NA	NA
chr2	48440406	48441214	chr2:48440406-48441214	NA	2.584	TRUE	NA	NA
chr2	61401851	61402114	Peak_38530|chr2:61401851-61402114	Peak_38530	-3.0025	TRUE	0.0021439	0.040843
chr2	64766718	64771178	Peak_1157|chr2:64766718-64771178	Peak_1157	-0.33292	TRUE	0.0068416	0.105352
chr2	69997424	69997868	Peak_22115|chr2:69997424-69997868	Peak_22115	-1.8577	TRUE	3.66e-06	0.00016
chr2	70080839	70081286	Peak_38206|chr2:70080839-70081286	Peak_38206	-3.3832	TRUE	1.2106e-05	0.000442
chr2	112624544	112624979	Peak_37004|chr2:112624544-112624979	Peak_37004	-1.635	TRUE	0.0029023	0.053161
chr2	112631330	112631726	Peak_31870|chr2:112631330-112631726	Peak_31870	-2.8288	TRUE	5.91e-06	0.000231
chr2	118142838	118143089	Peak_31168|chr2:118142838-118143089	Peak_31168	-3.2681	TRUE	0.0015971	0.032292
chr2	130241249	130241932	Peak_28433|chr2:130241249-130241932	Peak_28433	-3.6219	TRUE	2.82e-07	1.5e-05
chr2	130393644	130393913	Peak_35244|chr2:130393644-130393913	Peak_35244	-1.0053	TRUE	5.91e-06	0.000231
chr2	156342475	156343819	Peak_6996|chr2:156342475-156343819	Peak_6996	-0.23308	TRUE	0.0076507	0.115081
chr2	181931651	181934575	Peak_18487|chr2:181931651-181934575	Peak_18487	-1.5585	TRUE	0.00064219	0.025958
chr2	201148289	201152809	Peak_1246|chr2:201148289-201152809	Peak_1246	-1.407	TRUE	2.82e-07	1.5e-05
chr2	216682126	216682544	Peak_30854|chr2:216682126-216682544	Peak_30854	-2.4716	TRUE	2.53e-06	0.000115
chr2	222518918	222519371	Peak_43498|chr2:222518918-222519371	Peak_43498	-0.61884	TRUE	0.0032925	0.057906
chr2	223488569	223489293	Peak_44707|chr2:223488569-223489293	Peak_44707	-0.49644	TRUE	0.0023471	0.044141
chr2	223758106	223762138	Peak_1604|chr2:223758106-223762138	Peak_1604	-0.5235	TRUE	0.0091254	0.131857
chr2	223778387	223779433	Peak_17592|chr2:223778387-223779433	Peak_17592	-2.6959	TRUE	8.45e-07	4.3e-05
chr2	223784115	223784838	Peak_32018|chr2:223784115-223784838	Peak_32018	-0.77589	TRUE	0.003886	0.065967
chr2	226163807	226165137	Peak_18751|chr2:226163807-226165137	Peak_18751	-1.0454	TRUE	0.0056856	0.090722
chr2	232567667	232568931	Peak_19323|chr2:232567667-232568931	Peak_19323	-0.42691	TRUE	0.0097774	0.139098
chr20	881709	882159	Peak_24497|chr20:881709-882159	Peak_24497	-0.31308	TRUE	0.0094649	0.135751
chr20	4148481	4149850	chr20:4148481-4149850	NA	3.14	TRUE	NA	NA
chr20	4148481	4149850	chr20:4148481-4149850	NA	3.286	TRUE	NA	NA
chr20	4148481	4149850	chr20:4148481-4149850	NA	4.464	TRUE	NA	NA
chr20	4172153	4172791	chr20:4172153-4172791	NA	2.666	TRUE	NA	NA
chr20	4221298	4222072	chr20:4221298-4222072	NA	2.933	TRUE	NA	NA
chr20	4249093	4249842	chr20:4249093-4249842	NA	2.692	TRUE	NA	NA
chr20	4686246	4687437	chr20:4686246-4687437	NA	2.441	TRUE	NA	NA
chr20	4686246	4687437	chr20:4686246-4687437	NA	4.338	TRUE	NA	NA
chr20	4704409	4704670	chr20:4704409-4704670	NA	2.751	TRUE	NA	NA
chr20	4760486	4761348	chr20:4760486-4761348	NA	2.825	TRUE	NA	NA
chr20	4760486	4761348	chr20:4760486-4761348	NA	3.028	TRUE	NA	NA
chr20	4822643	4824017	chr20:4822643-4824017	NA	2.696	TRUE	NA	NA
chr20	5112821	5113595	chr20:5112821-5113595	NA	3.437	TRUE	NA	NA
chr20	5112821	5113595	chr20:5112821-5113595	NA	3.161	TRUE	NA	NA
chr20	5112821	5113595	chr20:5112821-5113595	NA	5.157	TRUE	NA	NA
chr20	5610366	5611239	chr20:5610366-5611239	NA	2.687	TRUE	NA	NA
chr20	5911126	5911906	chr20:5911126-5911906	NA	3.473	TRUE	NA	NA
chr20	5911126	5911906	chr20:5911126-5911906	NA	3.242	TRUE	NA	NA
chr20	6005736	6006471	chr20:6005736-6006471	NA	3.548	TRUE	NA	NA
chr20	6052071	6052735	chr20:6052071-6052735	NA	2.847	TRUE	NA	NA
chr20	9978026	9978583	Peak_21925|chr20:9978026-9978583	Peak_21925	-2.9835	TRUE	2.82e-07	1.5e-05
chr20	21118344	21118850	Peak_38709|chr20:21118344-21118850	Peak_38709	-1.571	TRUE	0.0033973	0.059205
chr20	31576943	31577799	Peak_37547|chr20:31576943-31577799	Peak_37547	-1.0449	TRUE	0.0030239	0.086421
chr20	31703587	31707629	Peak_2216|chr20:31703587-31707629	Peak_2216	-0.80844	TRUE	0.0024021	0.073724
chr20	31709876	31718377	Peak_189|chr20:31709876-31718377	Peak_189	-0.99361	TRUE	0.0001022	0.003005
chr20	34414624	34415682	Peak_22498|chr20:34414624-34415682	Peak_22498	-0.56923	TRUE	9.9382e-05	0.002937
chr20	35263000	35264431	Peak_11341|chr20:35263000-35264431	Peak_11341	-0.40938	TRUE	0.0046422	0.118937
chr20	36329146	36329808	Peak_22107|chr20:36329146-36329808	Peak_22107	-2.1325	TRUE	0.00070018	0.015989
chr20	49685142	49685916	Peak_42749|chr20:49685142-49685916	Peak_42749	-0.41291	TRUE	0.0051726	0.083848
chr20	54178932	54180908	Peak_12778|chr20:54178932-54180908	Peak_12778	-0.54476	TRUE	0.011375	0.157368
chr20	56710987	56711470	Peak_33212|chr20:56710987-56711470	Peak_33212	-3.3501	TRUE	2.82e-07	1.5e-05
chr20	57222625	57222943	Peak_41038|chr20:57222625-57222943	Peak_41038	-2.0085	TRUE	7.4043e-05	0.002272
chr20	57439429	57439730	Peak_34752|chr20:57439429-57439730	Peak_34752	-2.5584	TRUE	0.013406	0.18022
chr20	62507466	62507736	Peak_41042|chr20:62507466-62507736	Peak_41042	-0.22884	TRUE	0.0073742	0.111879
chr20	62618051	62618405	Peak_43495|chr20:62618051-62618405	Peak_43495	-1.0766	TRUE	0.0009102	0.020006
chr20	63901149	63902621	Peak_52332|chr20:63901149-63902621	Peak_52332	-0.62149	TRUE	0.013022	0.175602
chr21	28988247	28989278	Peak_24769|chr21:28988247-28989278	Peak_24769	-3.3828	TRUE	0.0015977	0.032292
chr21	29404286	29404651	Peak_38014|chr21:29404286-29404651	Peak_38014	-2.8209	TRUE	0.0021439	0.040843
chr21	33367086	33367907	Peak_21186|chr21:33367086-33367907	Peak_21186	-0.90606	TRUE	0.00022889	0.006192
chr21	33579033	33579791	Peak_20892|chr21:33579033-33579791	Peak_20892	-0.48311	TRUE	0.0015679	0.032132
chr21	35293778	35295233	Peak_22153|chr21:35293778-35295233	Peak_22153	-0.35537	TRUE	0.0023578	0.044164
chr21	41931089	41931436	Peak_27839|chr21:41931089-41931436	Peak_27839	-3.6528	TRUE	2.82e-07	1.5e-05
chr21	43749437	43749705	Peak_41060|chr21:43749437-43749705	Peak_41060	-2.3139	TRUE	0.00084094	0.018757
chr21	43750532	43750805	Peak_53418|chr21:43750532-43750805	Peak_53418	-0.62769	TRUE	0.0054373	0.087554
chr22	24990283	24992539	Peak_6216|chr22:24990283-24992539	Peak_6216	-2.0915	TRUE	0.0011539	0.04123
chr22	28856732	28857052	Peak_52895|chr22:28856732-28857052	Peak_52895	-2.5088	TRUE	2.8435e-05	0.000973
chr22	37541975	37542305	Peak_32023|chr22:37541975-37542305	Peak_32023	-0.030448	TRUE	0.014375	0.190912
chr22	37754418	37754638	Peak_49697|chr22:37754418-37754638	Peak_49697	-3.3283	TRUE	2.82e-07	1.5e-05
chr22	37760945	37761303	Peak_43745|chr22:37760945-37761303	Peak_43745	-3.1222	TRUE	8.45e-07	4.3e-05
chr22	38135447	38136334	Peak_32024|chr22:38135447-38136334	Peak_32024	-2.6688	TRUE	0.0042633	0.071516
chr22	41281246	41281830	Peak_39475|chr22:41281246-41281830	Peak_39475	-1.0766	TRUE	0.0019248	0.062566
chr22	41439076	41439351	Peak_41097|chr22:41439076-41439351	Peak_41097	-1.7483	TRUE	8.812e-05	0.00264
chr22	42374869	42375351	Peak_35490|chr22:42374869-42375351	Peak_35490	-0.66518	TRUE	4.2512e-05	0.001397
chr22	42437744	42438149	Peak_39276|chr22:42437744-42438149	Peak_39276	-0.37935	TRUE	0.0045994	0.075585
chr22	42443859	42444655	Peak_27049|chr22:42443859-42444655	Peak_27049	-0.351	TRUE	0.010947	0.152415
chr22	49383339	49384131	Peak_6554|chr22:49383339-49384131	Peak_6554	-2.5602	TRUE	0.00053013	0.012752
chr22	49931182	49931781	Peak_26757|chr22:49931182-49931781	Peak_26757	-2.6681	TRUE	2.8435e-05	0.000973
chr22	49976769	49977101	Peak_48169|chr22:49976769-49977101	Peak_48169	-2.8324	TRUE	0.0021439	0.040843
